cluster	status	loglr	df	p	p.adjust	genes
chr2:clu_5789_+	Success	6.21269914131295	2	0.00200382156065565	0.0298368540449704	ING5
chr2:clu_5790_+	Success	1.1420330881258	2	0.31916946209047	0.610249151997116	LINC01881
chr2:clu_5791_+	Not enough valid samples	NA	NA	NA	NA	LINC01881
chr3:clu_6299_+	Success	2.49926896768011	5	0.416058645675184	0.692970586010248	CHL1
chr3:clu_6300_+	Success	8.46745433081014	2	0.000210199320784209	0.00748604598582357	CHL1
chr3:clu_6301_+	Success	6.32178897928679	2	0.00179672632317551	0.0280868093300998	CHL1
chr3:clu_6302_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CNTN4
chr3:clu_6303_+	Success	0.145079137262769	1	0.590119122101369	0.818266269034002	TRNT1
chr3:clu_6304_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SETMAR
chr3:clu_6305_+	Success	0.13760755336898	2	0.871440618582289	0.967854858209171	ITPR1
chr3:clu_6306_+	Success	0.0517171244905512	1	0.747746686611542	0.910209338689645	ITPR1
chr3:clu_6307_+	Success	3.01144917023441	1	0.0141214371070846	0.104237535278821	ITPR1
chr3:clu_6308_+	Success	0.975131222094774	1	0.162558572673845	0.430988988935008	ITPR1
chr3:clu_6309_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	GRM7
chr3:clu_6310_+	Not enough valid samples	NA	NA	NA	NA	NA
chr3:clu_6311_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	THUMPD3
chr3:clu_6312_+	Not enough valid samples	NA	NA	NA	NA	SETD5
chr3:clu_6313_+	Success	3.33757625375529	5	0.245942015740523	0.534525836354454	SETD5
chr3:clu_6314_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SETD5
chr3:clu_6315_+	Success	-0.120442063190353	2	1	1	SETD5
chr3:clu_6316_+	Success	1.83681056389901	2	0.159324772784035	0.42537828419762	SETD5
chr3:clu_6317_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MTMR14
chr3:clu_6318_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	BRPF1
chr3:clu_6319_+	Success	1.11219646246818	1	0.135846043557315	0.390052996352686	ARPC4,ARPC4-TTLL3
chr3:clu_6320_+	Success	1.91597897946178	2	0.147197658541428	0.408498907218654	ARPC4,ARPC4-TTLL3
chr3:clu_6321_+	Success	0.501400571607519	2	0.605681764699443	0.826919202461034	ARPC4,ARPC4-TTLL3
chr3:clu_6322_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RP11-1020A11.3,CRELD1
chr3:clu_6323_+	Success	0.686185438006646	2	0.503493015907735	0.756730618676729	BRK1
chr3:clu_6324_+	Success	0.0357133019389266	2	0.964916893633367	1	VHL
chr3:clu_6325_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TATDN2,RP11-438J1.1
chr3:clu_6326_+	Not enough valid samples	NA	NA	NA	NA	SLC6A1
chr3:clu_6327_+	Not enough valid samples	NA	NA	NA	NA	ATG7
chr3:clu_6328_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TSEN2
chr3:clu_6329_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TSEN2
chr3:clu_6330_+	Success	0.836210020751878	2	0.433349801807382	0.706397294702076	MKRN2
chr3:clu_6331_+	Success	3.43651631194641	1	0.00875060335050734	0.0775708506617026	HDAC11
chr3:clu_6332_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NR2C2
chr3:clu_6333_+	Success	10.3538889219761	2	3.1868613926044e-05	0.00184837960771055	NR2C2
chr3:clu_6334_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CAPN7
chr3:clu_6335_+	Not enough valid samples	NA	NA	NA	NA	EAF1
chr3:clu_6336_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	BTD
chr3:clu_6337_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr3:clu_6338_+	Not enough valid samples	NA	NA	NA	NA	OXNAD1
chr3:clu_6339_+	Not enough valid samples	NA	NA	NA	NA	KCNH8
chr3:clu_6340_+	Success	0.0432781154170243	1	0.76860171623654	0.922079686294119	UBE2E2
chr3:clu_6341_+	Success	0.657606807021097	1	0.251452867266903	0.541303627308392	UBE2E1
chr3:clu_6342_+	Success	0.304464510351863	2	0.737518202031636	0.904718860174874	RPL15
chr3:clu_6343_+	Success	0.749440104546522	2	0.472631102679512	0.736897955790637	LRRC3B
chr3:clu_6344_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CMC1
chr3:clu_6345_+	Not enough valid samples	NA	NA	NA	NA	ZCWPW2,RP11-9J18.1
chr3:clu_6346_+	Not enough valid samples	NA	NA	NA	NA	ZCWPW2,RP11-9J18.1
chr3:clu_6347_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RP11-9J18.1,RBMS3
chr3:clu_6348_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PDCD6IP
chr3:clu_6349_+	Success	10.3673484902158	4	0.000357418422058031	0.0100307750706609	ARPP21
chr3:clu_6350_+	Success	2.07204142782393	3	0.246320219769034	0.534525836354454	ARPP21
chr3:clu_6351_+	Success	5.25410612666565	1	0.00118845179076322	0.0216678492653885	ARPP21
chr3:clu_6352_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ARPP21
chr3:clu_6353_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ARPP21
chr3:clu_6354_+	Not enough valid samples	NA	NA	NA	NA	MLH1
chr3:clu_6355_+	Success	3.42999503846386	4	0.143474698788139	0.402778794250076	GOLGA4
chr3:clu_6356_+	Success	0.741882079502375	2	0.476216793692454	0.739325998478625	GOLGA4
chr3:clu_6357_+	Success	0.556546712431782	2	0.573185022821494	0.806798891432402	GOLGA4
chr3:clu_6358_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	GOLGA4
chr3:clu_6359_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	OXSR1
chr3:clu_6360_+	Success	2.3710792494785	4	0.314791015146188	0.606658525318136	MOBP
chr3:clu_6361_+	Success	1.61652624125418	4	0.519609004151037	0.767690158971328	MOBP
chr3:clu_6362_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MYRIP
chr3:clu_6363_+	Success	0.134340803892201	1	0.604217535014212	0.826269369240368	RPL14
chr3:clu_6364_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF620
chr3:clu_6365_+	Success	6.6889584284495	2	0.00124457841556189	0.0224245045880826	CTNNB1
chr3:clu_6366_+	Success	0.000603562478318054	1	0.972284111321944	1	CTNNB1
chr3:clu_6367_+	Success	2.78637620689369	2	0.0616441954620491	0.250275433575919	CTNNB1
chr3:clu_6368_+	Success	0.0729359509589358	1	0.702511950113798	0.886417292313516	TRAK1
chr3:clu_6369_+	Not enough valid samples	NA	NA	NA	NA	TRAK1
chr3:clu_6370_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NKTR
chr3:clu_6371_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NKTR
chr3:clu_6372_+	Success	0.160885500743234	1	0.570545276760565	0.805685381625674	NKTR
chr3:clu_6373_+	Not enough valid samples	NA	NA	NA	NA	ZNF662,KRBOX1
chr3:clu_6374_+	Success	8.00989775673202	4	0.00299271572992311	0.0394494346217138	SNRK
chr3:clu_6375_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TCAIM
chr3:clu_6376_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TCAIM
chr3:clu_6377_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TCAIM
chr3:clu_6378_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZKSCAN7,ZNF660,ZNF197
chr3:clu_6379_+	Not enough valid samples	NA	NA	NA	NA	ZNF197
chr3:clu_6380_+	Not enough valid samples	NA	NA	NA	NA	ZNF35
chr3:clu_6381_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF501
chr3:clu_6382_+	Not enough valid samples	NA	NA	NA	NA	LARS2
chr3:clu_6383_+	Success	7.37819460169567	6	0.0222384789738822	0.139645516939559	DHX30
chr3:clu_6384_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF589
chr3:clu_6385_+	Success	0.225664936426938	1	0.501704094615222	0.754963833243972	TMA7
chr3:clu_6386_+	Success	0.137226873565396	3	0.964759185375265	1	ARIH2
chr3:clu_6387_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ARIH2
chr3:clu_6388_+	Success	0.00916203937458704	1	0.892322140306352	0.976099812756091	ARIH2
chr3:clu_6389_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NDUFAF3
chr3:clu_6390_+	Success	0.277551667775697	2	0.757636418203164	0.915659017038553	APEH
chr3:clu_6391_+	Success	4.06428999750005	4	0.0869800890678922	0.304956098113681	RBM5
chr3:clu_6392_+	Success	6.14729605642333	7	0.0912778330971754	0.312925333680154	RBM6
chr3:clu_6393_+	Success	0.0795266655939315	1	0.690029591169102	0.87950328066044	RBM6
chr3:clu_6394_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RBM5
chr3:clu_6395_+	Success	1.50057285382877	2	0.22300237578625	0.507126388550508	RBM5
chr3:clu_6396_+	Not enough valid samples	NA	NA	NA	NA	RBM5
chr3:clu_6397_+	Success	0.0180041364014869	1	0.849498409199479	0.957043884093579	GNAI2
chr3:clu_6398_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SEMA3B
chr3:clu_6399_+	Success	0.787968191498749	2	0.454767858421874	0.721045628166938	DOCK3
chr3:clu_6400_+	Not enough valid samples	NA	NA	NA	NA	DOCK3
chr3:clu_6401_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	DOCK3
chr3:clu_6402_+	Success	2.22751673101061	3	0.216336440603989	0.499084154464443	ALAS1
chr3:clu_6403_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PPM1M
chr3:clu_6404_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PHF7
chr3:clu_6405_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NISCH
chr3:clu_6406_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SMIM4
chr3:clu_6407_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CACNA1D
chr3:clu_6408_+	Success	0.433275497672241	1	0.351911911856335	0.641265575767623	CACNA1D
chr3:clu_6409_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CACNA1D
chr3:clu_6410_+	Success	1.66712888209224	2	0.188788321793292	0.465772248833422	IL17RB
chr3:clu_6411_+	Success	0.112496349179878	1	0.635261783634872	0.845442365021059	CACNA2D3
chr3:clu_6412_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CCDC66
chr3:clu_6413_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CCDC66
chr3:clu_6414_+	Success	0.680274873064121	1	0.243442228520751	0.531661071347338	CCDC66
chr3:clu_6415_+	Success	12.3009990649916	8	0.00181514357590285	0.0281995519827764	SLMAP
chr3:clu_6416_+	Not enough valid samples	NA	NA	NA	NA	SLMAP
chr3:clu_6417_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SLMAP
chr3:clu_6418_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SLMAP
chr3:clu_6419_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	FLNB
chr3:clu_6420_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	FLNB
chr3:clu_6421_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	FLNB
chr3:clu_6422_+	Success	0.208339650748485	2	0.811931216827862	0.942019643833431	ABHD6
chr3:clu_6423_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RPP14,HTD2
chr3:clu_6424_+	Success	0.0221398612434314	2	0.978103426722876	1	PXK
chr3:clu_6425_+	Success	3.68405920101395	7	0.3915831687196	0.676646661037283	PXK
chr3:clu_6426_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	KCTD6
chr3:clu_6427_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PTPRG
chr3:clu_6428_+	Not enough valid samples	NA	NA	NA	NA	C3orf14
chr3:clu_6429_+	Not enough valid samples	NA	NA	NA	NA	SYNPR
chr3:clu_6430_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ATXN7
chr3:clu_6431_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ATXN7
chr3:clu_6432_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ADAMTS9-AS2
chr3:clu_6433_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SLC25A26
chr3:clu_6434_+	Success	1.79180165346304	1	0.0583524496153293	0.241910427608819	GXYLT2,PPP4R2
chr3:clu_6435_+	Success	1.70326682259702	2	0.182087703138759	0.457661622829156	PPP4R2
chr3:clu_6436_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr3:clu_6437_+	Success	0.581913439823438	2	0.55882805904481	0.797710726580231	ROBO2
chr3:clu_6438_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ROBO2
chr3:clu_6439_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ROBO2
chr3:clu_6440_+	Not enough valid samples	NA	NA	NA	NA	ROBO2
chr3:clu_6441_+	Success	4.22085482421539	2	0.014686085116445	0.10640534656863	CADM2
chr3:clu_6442_+	Success	0.445771312610304	3	0.827468274023465	0.947946160421915	CHMP2B
chr3:clu_6443_+	Success	0.733739264568158	2	0.480110369732875	0.741723021733438	ZNF654
chr3:clu_6444_+	Success	0.628883723717763	4	0.868499060042319	0.967470143709113	ARL13B
chr3:clu_6445_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	EPHA6
chr3:clu_6446_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ARL6
chr3:clu_6447_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ARL6
chr3:clu_6448_+	Success	2.69273604468981	2	0.0676954679328292	0.265720970308727	CRYBG3
chr3:clu_6449_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ST3GAL6
chr3:clu_6450_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ST3GAL6
chr3:clu_6451_+	Not enough valid samples	NA	NA	NA	NA	ST3GAL6
chr3:clu_6452_+	Success	1.30994238771328	1	0.105532103745964	0.339508986694624	CMSS1
chr3:clu_6453_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TFG
chr3:clu_6454_+	Success	0.608490615738901	1	0.269953901134269	0.56282754464488	TFG
chr3:clu_6455_+	Success	2.16552309851875	2	0.114689924773358	0.354729122331006	TFG
chr3:clu_6456_+	Success	7.84985680960381	8	0.0468854335233358	0.212924899446021	PCNP
chr3:clu_6457_+	Not enough valid samples	NA	NA	NA	NA	CEP97
chr3:clu_6458_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NXPE3
chr3:clu_6459_+	Success	6.79704440984915	2	0.00111707188019698	0.0210232271391863	ALCAM
chr3:clu_6460_+	Not enough valid samples	NA	NA	NA	NA	DUBR
chr3:clu_6461_+	Success	2.01182199300138	2	0.133744770504608	0.387306539407067	BBX
chr3:clu_6462_+	Success	0.704133593953429	2	0.494536858419743	0.75011941912235	BBX
chr3:clu_6463_+	Success	5.63341382384033	5	0.0463388481795648	0.211914653855369	DZIP3
chr3:clu_6464_+	Success	7.82804965108244	2	0.000398401745462507	0.0107256031732957	DZIP3
chr3:clu_6465_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NECTIN3
chr3:clu_6466_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PHLDB2
chr3:clu_6467_+	Success	0.112779141971714	2	0.893347941394546	0.97612443941633	ABHD10
chr3:clu_6468_+	Success	0.523174260412134	2	0.592636376937396	0.819889944468138	TAGLN3
chr3:clu_6469_+	Success	0.183948362460796	2	0.831978764053527	0.94918476127549	TAGLN3
chr3:clu_6470_+	Success	1.3470521904419	3	0.441230123018793	0.711623794805203	CD200
chr3:clu_6471_+	Success	0.135579337106719	1	0.602555580873817	0.825428935086781	CD200
chr3:clu_6472_+	Success	0.184087230759587	1	0.544001028370723	0.786056764710433	ATP6V1A
chr3:clu_6473_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZDHHC23
chr3:clu_6474_+	Success	0.860222625823724	1	0.189635741391257	0.466807463651074	GAP43
chr3:clu_6475_+	Success	0.217646222472467	2	0.804409973504656	0.939769206709765	TIMMDC1
chr3:clu_6476_+	Success	0.632668005771336	1	0.260643467895747	0.553666270862537	STXBP5L
chr3:clu_6477_+	Success	0.195028713554279	2	0.822811031887599	0.946623825339076	STXBP5L
chr3:clu_6478_+	Not enough valid samples	NA	NA	NA	NA	STXBP5L
chr3:clu_6479_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	EAF2
chr3:clu_6480_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	EAF2
chr3:clu_6481_+	Success	2.91248610861931	2	0.0543404654982478	0.232472860808439	FAM162A
chr3:clu_6482_+	Not enough valid samples	NA	NA	NA	NA	KALRN
chr3:clu_6483_+	Success	3.05206760754891	1	0.0134865928719633	0.101902420087167	KALRN
chr3:clu_6484_+	Success	0.821553117839528	1	0.199899812469062	0.477082165812897	KALRN
chr3:clu_6485_+	Success	0.231963557443351	1	0.495794327242783	0.751063578186197	KALRN
chr3:clu_6486_+	Success	4.87679838454551	11	0.552678146662463	0.794139674066416	NA
chr3:clu_6487_+	Success	0.00731583741162467	3	0.999531343841564	1	NA
chr3:clu_6488_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	KALRN
chr3:clu_6489_+	Not enough valid samples	NA	NA	NA	NA	KALRN
chr3:clu_6490_+	Success	0.0207845774805264	1	0.838443248827553	0.951746390561006	KALRN
chr3:clu_6491_+	Success	3.12079644866435	2	0.0441220135032849	0.205587652819438	KALRN
chr3:clu_6492_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	KALRN
chr3:clu_6493_+	Success	0.498846616407434	1	0.317869322517795	0.609520076599072	CHCHD6
chr3:clu_6494_+	Not enough valid samples	NA	NA	NA	NA	ABTB1
chr3:clu_6495_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ABTB1
chr3:clu_6496_+	Success	0.571627326312409	2	0.564605892676452	0.802178725361751	RAB7A
chr3:clu_6497_+	Not enough valid samples	NA	NA	NA	NA	ACAD9
chr3:clu_6498_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	HMCES
chr3:clu_6499_+	Success	0.627775091027615	2	0.533778088485038	0.779825877947308	HMCES
chr3:clu_6500_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	IFT122
chr3:clu_6501_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	IFT122
chr3:clu_6502_+	Success	6.0312017488867	2	0.0024026049152208	0.0340275905434759	IFT122
chr3:clu_6503_+	Success	0.246405824481712	1	0.48267576592785	0.742859594263484	ATP2C1
chr3:clu_6504_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ATP2C1
chr3:clu_6505_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ATP2C1
chr3:clu_6506_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NEK11
chr3:clu_6507_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NEK11
chr3:clu_6508_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NEK11
chr3:clu_6509_+	Success	1.74157086002936	2	0.17524489907916	0.449175688296333	NEK11
chr3:clu_6510_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NEK11
chr3:clu_6511_+	Not enough valid samples	NA	NA	NA	NA	DNAJC13
chr3:clu_6512_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	DNAJC13
chr3:clu_6513_+	Success	1.65152331795116	2	0.191757578260006	0.468811233772924	UBA5
chr3:clu_6514_+	Not enough valid samples	NA	NA	NA	NA	TMEM108
chr3:clu_6515_+	Success	0.10509131860988	1	0.646624292496343	0.850987988866535	CDV3
chr3:clu_6516_+	Success	0.616957507523352	1	0.266647009738523	0.559070023772387	CDV3
chr3:clu_6517_+	Success	0.342659822791575	2	0.709879655370521	0.890089994071747	CDV3
chr3:clu_6518_+	Success	0.446886778991029	2	0.639616322180687	0.846794468305014	TF,INHCAP
chr3:clu_6519_+	Success	1.68599314661697	2	0.185260349871119	0.461266703091521	TF
chr3:clu_6520_+	Not enough valid samples	NA	NA	NA	NA	CEP63,RP11-22E12.2
chr3:clu_6521_+	Success	1.10607679143436	2	0.330854429148276	0.622637277641903	CEP63,RP11-22E12.2
chr3:clu_6522_+	Success	0.35968597230044	1	0.39634999999436	0.680753769108364	PPP2R3A
chr3:clu_6523_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SLC35G2
chr3:clu_6524_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NCK1
chr3:clu_6525_+	Success	0.168145942829597	4	0.987352544702667	1	ARMC8
chr3:clu_6526_+	Success	1.73193558598041	2	0.176941592634639	0.45124152041165	MRAS
chr3:clu_6527_+	Success	0.700755720549523	4	0.843932278147763	0.9534942008081	FAIM
chr3:clu_6528_+	Success	0.841736408903444	2	0.430961547884576	0.704957245935286	MRPS22
chr3:clu_6529_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RP11-319G6.1
chr3:clu_6530_+	Success	0.000229659594424447	1	0.982901259925109	1	SLC25A36
chr3:clu_6531_+	Success	0.30506647680545	2	0.737074374413174	0.904718860174874	SLC25A36
chr3:clu_6532_+	Success	4.08595715800686	2	0.0168070446172802	0.117920393685756	ZBTB38
chr3:clu_6533_+	Not enough valid samples	NA	NA	NA	NA	ZBTB38
chr3:clu_6534_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RASA2
chr3:clu_6535_+	Success	1.39641188276681	1	0.0946872416985936	0.319294187123165	RNF7,RP11-271K21.13
chr3:clu_6536_+	Not enough valid samples	NA	NA	NA	NA	ATP1B3
chr3:clu_6537_+	Success	0.014513653278982	1	0.864716002763135	0.965793896828898	ATP1B3
chr3:clu_6538_+	Success	4.82994855705647	2	0.00798693212668585	0.0728661434590357	U2SURP
chr3:clu_6539_+	Success	2.12484249949671	1	0.0392576115177572	0.193273123802054	U2SURP
chr3:clu_6540_+	Success	1.17214761322271	2	0.309701108350234	0.601428491662286	U2SURP
chr3:clu_6541_+	Success	0.136885053719539	2	0.872070461627015	0.967854858209171	GYG1
chr3:clu_6542_+	Success	0.124550166525694	1	0.617709274153643	0.8348216582028	RNF13
chr3:clu_6543_+	Success	0.270934267398502	1	0.461659375077149	0.728369324927419	RNF13
chr3:clu_6544_+	Success	4.54365242259018	2	0.0106344938683563	0.0865829781527942	RNF13
chr3:clu_6545_+	Success	1.06876907893854	2	0.343430993791245	0.634555446659188	TSC22D2
chr3:clu_6546_+	Not enough valid samples	NA	NA	NA	NA	MED12L
chr3:clu_6547_+	Success	1.00427950183598	2	0.36630846432427	0.653623951870731	MBNL1
chr3:clu_6548_+	Success	0.88689084201178	5	0.879476543352481	0.972053021600111	MBNL1
chr3:clu_6549_+	Success	0.145270829506444	2	0.864788051271268	0.965793896828898	MBNL1
chr3:clu_6550_+	Not enough valid samples	NA	NA	NA	NA	KCNAB1
chr3:clu_6551_+	Success	3.00067924747964	3	0.111544150065073	0.349975632631993	RSRC1
chr3:clu_6552_+	Success	3.82317672087811	5	0.176832971961312	0.45124152041165	RSRC1
chr3:clu_6553_+	Success	0.747226263872335	2	0.473678591697587	0.737964344701536	MLF1
chr3:clu_6554_+	Success	2.31184584205118	1	0.0315333012560314	0.170460771408477	GFM1
chr3:clu_6555_+	Not enough valid samples	NA	NA	NA	NA	MFSD1
chr3:clu_6556_+	Not enough valid samples	NA	NA	NA	NA	IQCJ-SCHIP1,IQCJ
chr3:clu_6557_+	Success	0.927222517718519	2	0.395651099595338	0.680077673309513	IQCJ-SCHIP1
chr3:clu_6558_+	Success	13.0383917099252	3	9.19079441153097e-06	0.000862044813891433	IQCJ-SCHIP1,SCHIP1
chr3:clu_6559_+	Success	3.57968819872849	2	0.0278843912885862	0.16011198088872	IQCJ-SCHIP1,SCHIP1
chr3:clu_6560_+	Success	1.73038873180928	2	0.177215507273635	0.451377013507501	NMD3
chr3:clu_6561_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	LINC01322
chr3:clu_6562_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	LINC01322
chr3:clu_6563_+	Not enough valid samples	NA	NA	NA	NA	LINC01322
chr3:clu_6564_+	Success	0.530615712874919	2	0.58824266956815	0.817456128045249	SERPINI1
chr3:clu_6565_+	Success	2.02011481511823	1	0.0444277760953452	0.206122289377862	CLDN11,RP11-654K19.6
chr3:clu_6566_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SLC7A14-AS1,RP11-654K19.6
chr3:clu_6567_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SLC7A14-AS1,RP11-654K19.6
chr3:clu_6568_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ECT2
chr3:clu_6569_+	Success	0.721797951357985	2	0.485877885353818	0.745241679194959	NLGN1
chr3:clu_6570_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NLGN1
chr3:clu_6571_+	Success	0.279096781982844	1	0.454989000076353	0.721162889109865	MFN1
chr3:clu_6572_+	Not enough valid samples	NA	NA	NA	NA	ACTL6A
chr3:clu_6573_+	Success	0.945871225490919	4	0.755661754301288	0.914888819168994	NDUFB5,RP11-15L13.5
chr3:clu_6574_+	Success	0.0801984275955192	1	0.688791404488374	0.878901777847758	TTC14
chr3:clu_6575_+	Success	0.525967476069809	2	0.590983325469415	0.818675280628723	FXR1
chr3:clu_6576_+	Success	6.19072831904941	4	0.0147290159535887	0.10640534656863	FXR1
chr3:clu_6577_+	Success	4.28940655176848	2	0.0137130608748291	0.103059204771936	SOX2-OT,ENSG10010134904.1,ENSG10010138402.1
chr3:clu_6578_+	Not enough valid samples	NA	NA	NA	NA	ATP11B
chr3:clu_6579_+	Success	0.248903983428647	1	0.480464869202307	0.741945557514675	ATP11B
chr3:clu_6580_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ATP11B
chr3:clu_6581_+	Success	36.0531516903075	8	1.86897871658143e-12	2.84552009599523e-09	KLHL24
chr3:clu_6582_+	Success	0.330345023522682	2	0.71867573061874	0.895427527177046	KLHL24
chr3:clu_6583_+	Success	0.0497254474514079	1	0.752489579252171	0.912698971847385	KLHL24
chr3:clu_6584_+	Not enough valid samples	NA	NA	NA	NA	YEATS2
chr3:clu_6585_+	Success	0.668563443814719	1	0.247541283553794	0.535914119033988	EIF2B5
chr3:clu_6586_+	Success	0.93590757457423	2	0.392229726217699	0.676871360914079	AP2M1
chr3:clu_6587_+	Success	0.849486098504713	2	0.427634637570052	0.702451963677634	AP2M1
chr3:clu_6588_+	Success	1.48812858746533	2	0.225794815646639	0.510492960929847	AP2M1
chr3:clu_6589_+	Success	7.72372913502295e-05	1	0.990083523302099	1	PSMD2
chr3:clu_6590_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	EIF4G1
chr3:clu_6591_+	Success	0.00266096164386909	1	0.941844701453431	0.997289317293504	EIF4G1
chr3:clu_6592_+	Not enough valid samples	NA	NA	NA	NA	FAM131A
chr3:clu_6593_+	Success	0.00516098598836834	1	0.919076476527598	0.988376433348591	FAM131A
chr3:clu_6594_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CHRD
